N,P,K,temperature,humidity,ph,rainfall,label
103.31142768674155,59.0782379921921,64.31792358733794,31.307574641020064,86.91461656319166,6.191465760762705,264.4803203876848,rice
105.11623152768605,56.87017076043365,63.617066957239764,26.341455767968846,86.33567561607435,6.310490567891509,177.16799388355506,rice
88.50054778324645,56.25141647172685,53.24779253110384,28.285618331488184,85.22993981119697,5.8969240746661775,261.64121922303883,rice
98.49482466342309,60.45018803125283,50.50167875857696,26.139043188687044,87.77730647427467,5.962251605644425,234.3924504586418,rice
95.99574206720797,58.05537500137815,55.98862258513736,32.130695461272346,87.46625693815517,5.985572267761025,245.56362280257972,rice
91.86104233352651,61.39242396669837,46.93553250746816,24.179534877753923,87.99215308967281,6.434616644998853,229.28420702974927,rice
99.22901145074506,57.99264202940474,50.14318673088382,25.70038947901323,86.34840307260053,6.514280556554729,233.59045723921153,rice
88.24639896424844,62.1605597959653,57.432784797224556,25.807694999235103,89.02919072210217,6.5077498806239875,248.28200297790497,rice
94.40521651184908,57.9385841609919,62.20842287602376,29.938862817805898,86.30206440538677,6.203585255834046,197.3416256498493,rice
92.02528917279552,65.41683881596131,69.04160019047215,27.319974696049165,90.00883224473006,6.3404090062619085,208.8720061348719,rice
102.40930403672276,70.25357710977313,59.761159739266986,31.411609139535017,80.95063723977565,6.455475626093806,227.17617670595428,rice
98.00661766356089,60.611738510236684,46.74954056932738,26.95082028040622,88.39278142877937,6.619473511185379,212.0432445431588,rice
94.61004264737875,56.654953042769755,66.1026807846805,28.32187777414921,86.1755994905824,6.378316858278339,227.426938733701,rice
106.45763327021926,55.31964604081765,57.81558568934821,26.519729617169606,83.8412126296697,6.324030069266144,231.52638180449722,rice
100.03408971094974,58.436085777499024,50.564195052997235,26.448386693086604,86.64321370868308,6.049430682694595,220.96785720834978,rice
102.6936723787636,72.57457267473687,61.16385208554559,28.14387597680691,87.31388521058459,5.7703071961752395,224.33715311376957,rice
100.40153473294018,76.42161408323524,58.71759356812585,28.25386835583403,87.41322057573689,5.957830490595117,253.57057036287551,rice
105.01288688457849,65.27354631362032,53.93741696803507,31.006985777340248,83.9953723430193,6.396714273450067,279.76139064524943,rice
93.39642449912874,56.224681802648185,60.66434243391761,26.2413108647095,83.62334142233468,6.267140743701507,198.44240715684737,rice
103.15728287090121,53.87050510510798,70.33289603345027,25.54186676915941,86.69484620948582,6.453379304342417,194.22839208915113,rice
101.51639956402752,68.71428502854953,49.28344510292515,27.96158464633076,88.14970698562107,6.445455717944328,194.07623222804796,rice
91.19695591277149,63.479610437445984,61.97989782155457,28.126232125864693,88.36612052374244,6.079993819605377,230.80634242902508,rice
101.95381648865788,55.23765721315755,72.43849674096505,28.68458230227947,84.52174125699338,6.414138402158457,200.63295824431697,rice
105.24723069161635,67.72397052671603,54.52878454432193,29.908440323110803,88.53195231734125,6.455515039998622,272.41982456634867,rice
98.36407922664753,54.975092237616735,54.06990380249651,25.460474287586404,87.30724572646474,6.335287993704161,231.91726998325046,rice
105.5145549935735,60.08667927918604,69.69022718104878,26.83835791690511,94.30042291647405,6.4064168369412515,203.57106108959294,rice
92.86071667959258,63.216482768287904,58.51024809782766,29.28500123523023,88.68309406143386,6.2317927718357815,203.8301570482899,rice
89.90101850209423,57.023233652886525,65.70932529548982,28.03523436032551,84.38565305322003,6.293295231462795,234.63293449322092,rice
94.10761709199245,61.02483403963685,60.388058122973334,24.64257425542344,88.39446840087071,6.390196131592059,252.0762810793819,rice
107.02534701356602,50.815537546952726,53.74783306723251,28.78758816802165,88.78446487728053,6.378761921576512,321.31828726636803,rice
103.80593673795445,67.57043760120399,66.36001175662135,29.128478128264494,86.71182688839913,6.439742305123317,205.6793696365607,rice
98.42120928839994,56.76424301447264,60.54582759590882,33.28664641668377,82.83183701852063,6.421565047593629,184.6821032202587,rice
96.85378756140378,67.25967064644911,60.428533460636416,24.805638055176736,85.71174072685008,6.419899437233669,206.74083420707157,rice
101.44305726387984,60.303812266025425,55.655997682627884,32.85986022331331,89.08479755579503,5.743714353335598,229.6613578692357,rice
95.58809023487741,65.6828888986415,54.71652841044866,27.213158896332754,88.76246819745114,6.46643879854253,194.99258982360558,rice
97.76999176106034,56.833697925593626,55.64447178284192,31.91363560070274,88.51245427740238,5.934779011416238,247.9465486763694,rice
114.14770798008422,66.88310173700765,49.87086689363991,26.28941481783437,90.66727787296655,6.0730826335953045,236.0954857036557,rice
105.16422702286225,53.82046352281278,59.603164292921335,19.39683164982732,84.93903089666428,6.18685796215171,193.80542045087876,rice
110.8827420262109,50.46572414692912,57.066370088686774,27.82685144321523,91.1031832226653,5.89103446220514,254.079093803874,rice
100.06822040679725,53.45660899301366,63.080689828421804,27.997649238933676,85.99945780710301,6.267450521247505,215.36716007845598,rice
100.75678230167499,64.41420449680697,70.57344544096901,24.405461252932877,92.83258343664066,5.7619780501193745,221.20537262411042,rice
103.92211470989717,61.873279118233555,55.84866986786271,26.979694374106813,86.26749766335291,6.1026588107639475,246.24005242552562,rice
102.38010323976698,55.38060269826231,65.99733250288834,28.268248802191522,89.5321552970974,6.407407210480903,204.2751247269482,rice
96.2654597320202,64.9819573674884,64.06913510288976,27.44774601508963,87.79331845827195,6.569416223947107,210.21071527910425,rice
103.64731587446693,58.65204898377404,58.5487919784852,30.246942129967977,89.56354087247007,6.45337740900016,257.63697017885823,rice
100.14002561088506,64.54635314196642,57.93155495604363,28.310415881221104,87.17464236408078,6.27424899124818,239.87892563592283,rice
94.54519544511018,73.94924850456974,53.29321745666866,24.46452846803067,90.39527718375017,6.447915673490734,240.6029954263039,rice
104.18897006176186,59.91835484768723,54.018304190094454,27.689511395484317,85.80709572121972,6.493779933354438,221.32356546244654,rice
94.49668535471659,57.857427722313375,62.752876361837494,26.090688617990065,85.44444901108392,6.310921802872978,231.12416427771808,rice
96.62037883085914,56.85974462921118,61.546999582384245,23.87978914625669,83.98134056405861,6.070388944686891,219.66382120720382,rice
102.07271710398669,69.83570811299701,65.71773082134679,27.100153675091434,87.45245948024328,5.999367658840548,224.53717160019025,rice
98.07560907386575,62.1514570689206,54.485127042984516,28.79836628560293,91.33184728250644,6.222809962885786,235.04279305247354,rice
104.60095994474075,57.32519685409442,61.49394987873611,27.531481001954486,87.74419024637209,6.056747554036133,225.61275435647357,rice
103.31998860830299,69.67429071863361,66.39513884056805,32.88295614377889,85.58163109277987,6.46808015918017,229.5835501434588,rice
114.59868622145115,54.61134476429899,54.40185438546149,26.001518386389943,82.19026068922548,6.118561244579809,206.02168346115755,rice
101.00262524317472,62.27837317184773,72.50780559477258,29.876059595465126,86.05774086084399,6.02539633216291,237.29797928766266,rice
91.19844528652905,72.2097251056957,67.86293413814191,26.327060869738236,83.21716367727281,6.588468093541353,222.13650386868454,rice
108.25210874648974,49.370482274704216,56.004166513641515,27.513109249295457,87.61745148441186,6.137483632130189,240.57124830868747,rice
92.8825304707827,59.050803433191376,60.801970878079324,28.78609708514687,89.27903719522223,5.968839477040532,186.64714573160944,rice
108.5178454793234,62.21542674653061,55.010089756289645,31.37787993880631,87.78918658573215,6.544824296015957,226.68796203525272,rice
113.73831949921325,71.7022722829547,58.34023901013951,29.92892737738589,89.11343987396288,6.592157889383087,200.8769134854974,rice
104.5736763999896,67.05616324566392,48.27507009051257,24.541853718335563,82.40191955559975,6.182648291388861,242.93855639489905,rice
110.01571368064019,60.4939652027985,70.85743697047528,24.049746354462773,83.24154390161212,6.236113075275846,234.60163622348267,rice
99.78203501270605,46.21705266640082,59.405866403248076,24.238826248737865,89.1741813720751,6.341649561524212,201.5030053418161,rice
96.57422055108871,52.93857652074032,59.58213935151219,29.887855801253096,85.03568488416114,6.3760116288794615,211.74355954068898,rice
94.71418111825103,59.28646426696962,53.098384517204174,26.115876736632046,84.50530526852788,6.741181283229097,225.8815887992932,rice
95.33516328004943,61.42653273822815,59.251146335394466,26.947576001166944,89.03541675010857,6.439376927511827,211.7374713097368,rice
96.16121172903547,58.16632201898904,44.65385890176277,23.71202234450362,90.91718566861131,6.661241928375321,218.77409901109056,rice
103.84371308703844,62.07500103029024,80.52587205636826,30.298937278586443,87.18020602129809,6.011114889849893,184.8388419935607,rice
101.35642423911482,54.957661698104644,50.51830860268217,25.883567789393684,84.79612999096402,6.671785408768141,247.04099392373627,rice
99.94684905788922,69.86629425926684,60.515788717650786,25.346789496679342,91.30781019317415,6.384727510921165,199.0688461418386,rice
98.73107547944261,54.162544977434955,50.78133512690442,29.815443868829103,92.27354160117532,5.900358106545215,239.07423091726426,rice
95.66238287252115,56.75249744156869,56.050707171740875,25.34002307580046,87.62130406986206,6.04226247089724,231.76142064449596,rice
99.66507927033909,58.4070130208906,53.949575586389344,26.058071673579168,89.3884780645644,6.375229296906095,200.56111888003622,rice
100.66221536952817,65.00924748914527,48.870631459190854,28.858400480949836,85.84344060263538,6.39264966714829,205.91852108643707,rice
87.96745266223654,49.14971708077891,60.32056631107588,28.149306254303706,85.23920843723897,6.409648114694344,183.461998443276,rice
99.55946800901789,51.92655866825029,55.65442594798561,27.618496678291034,85.34896658679011,6.153861113942543,250.15732023036102,rice
96.15405420317902,65.57128074710094,52.46862096894921,28.824510444788206,91.10392155164475,5.6320888749681774,205.0776186132381,rice
103.84714751453693,58.646364093046714,62.474305822475394,25.99003703321045,87.71647446868225,6.21108069115198,254.19455154149517,rice
101.69613895534143,62.25068441383468,57.25415355918355,26.280984439818766,86.41860453045095,6.348613035594574,214.47538797949343,rice
101.93183237930941,73.83600532430293,65.80749802287795,26.684941169580398,90.50303480540987,6.1479811567446125,174.04688662055366,rice
93.27942459388397,47.52805385982763,57.65657677305794,27.54604594797388,91.69109328068821,6.331731843441041,219.5224867797784,rice
105.52937054122326,45.25909793994743,61.570763720723775,29.427162984717416,83.80353438555039,6.535938510801732,233.46241018736035,rice
97.23141390732799,64.2185457740419,75.13795238536264,27.954665637646237,88.12055146575084,6.135159775114939,203.7538907633802,rice
105.53557211029496,54.29277449394088,60.477108248129284,26.305856383087207,88.69744956436598,6.333415526321737,250.93849860644747,rice
96.59989067430169,58.20083376471086,53.47490856145129,26.389266849809722,88.44325123261213,6.439247154161338,201.94586689555936,rice
105.79737280070441,69.03758572536634,62.75623268815801,32.191989531395166,85.56552700224107,5.938836324172145,180.53199377739304,rice
109.97362874326122,64.36243770902705,59.62943552726363,28.19992156579955,84.68627738175405,6.861437994904207,228.2305295493807,rice
100.72929863069929,64.83844415932461,63.20672821157809,28.059710060697828,85.52381386138671,6.367867089283999,272.0506124118758,rice
108.96946697436653,70.62124417759598,56.59189549045877,25.02598794935355,87.18553269975088,6.263931228072174,252.35478796177372,rice
88.71690246856787,70.19700212973743,58.94661400947341,26.43279732513145,84.96973906184958,5.836285832033558,245.57926459904786,rice
100.48878644792269,51.400260668392974,51.36614151957589,26.66053825177468,91.67255381322349,6.185102162159099,187.42142617204735,rice
98.3617129060937,58.181842868348866,42.020755713722856,27.36426283370547,86.9226636744783,6.424051591203354,271.2239023736336,rice
107.51043353031838,58.207408729634466,52.623160608388865,33.93339950812465,87.64804608503621,6.253482322978236,224.39687282224992,rice
101.3205650717857,59.03759725384038,56.17558662079843,26.13285264689902,87.41811682446,6.114143807216559,207.17885543307088,rice
100.70953485127932,58.30015188386096,70.0266199238846,20.87257547901747,90.22876712980616,6.561521298124407,173.16524418979625,rice
97.71541603946434,57.52372756002806,50.61658870188119,25.555458281022812,84.72356038633542,6.688067610855906,248.39195982868654,rice
108.47703396662773,64.81114709362157,52.472988191885136,26.188699334300566,88.7234364030698,5.944468047777014,242.8249607543097,rice
98.39783067894577,57.501194616336015,64.73973312135661,28.6106582787151,86.5975845854523,6.539832450841062,197.97341681000256,rice
104.10623737962842,63.95400838645589,57.93635707124007,28.315332555605295,84.37221605903675,6.481006754801725,220.37744658892527,rice
96.5151798632064,66.9933948389126,55.3043753963816,23.978846759091102,83.60842706619025,6.40150248783641,192.98926618759293,rice
111.69862787989577,46.12047061410852,71.3097091219336,28.027543668006548,87.25821722032401,6.113770228297763,234.97840285880176,rice
99.74910198383435,67.35534588011015,60.76151765774693,27.875754403654692,86.59096946946536,6.235763594069733,232.69504422230148,rice
88.59887738228916,51.01209718596191,64.95509396015143,27.927163595319854,87.0400416591183,6.254608483266348,233.68954263404177,rice
96.40160213127092,54.811301830651246,61.305635033984544,25.05406805596242,88.52063188928618,5.82435409894054,250.7288909331411,rice
103.15064988275363,61.70686489542584,66.55127322630342,31.66368611115644,90.03592516254533,5.789781442167088,193.01057583160747,rice
95.83454281536214,60.173940334738894,63.45106013646082,25.685640467116336,87.9669169111927,6.06115426691167,209.7120549252013,rice
90.62225935434519,53.845111692593974,50.98876929589111,25.06031686755667,90.1341044915196,6.012650277792014,290.80955162093477,rice
103.2887860058726,61.23224082463249,54.27761479879191,29.250774698522477,86.06090543440557,6.280502453661341,289.0021134567199,rice
99.35960066850234,67.66182217523784,55.312157165827415,27.412528773757597,91.92700158908877,6.0932582355530585,270.31121394992323,rice
104.71834623636984,56.250221494038215,64.21605159370347,29.931386124066826,89.05452490554299,5.8574438200273855,206.82157060437828,rice
98.34987576298997,59.503777139333025,64.13781398367118,27.944252502333136,84.16163910322474,6.345049462751491,240.26464363209558,rice
103.73193631954027,67.2052048370308,65.55948103032603,28.647950198071094,87.32458572135339,5.834759766621002,235.74045547831466,rice
101.38458458108741,61.81052558130249,51.4883428278646,24.797358648979344,90.13288213333226,6.240111211535837,242.03751743431562,rice
100.18878917420308,60.19837426330497,66.25522537317332,26.209888179456566,87.74030194235246,6.134431177823739,214.1375943141921,rice
97.93885251020907,61.48089181089142,56.808342522243485,30.639390313933802,85.26348174445124,6.20328208895966,214.00672354314563,rice
109.64651922902489,61.31036517674383,66.87896359645757,23.78609906740757,88.16762566467315,6.472407698905859,227.05709973188561,rice
107.10320250043567,56.55141033266418,69.3956496012372,33.247245309048125,86.59290359890085,6.138624369649807,261.33461192794255,rice
